,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,LIGHT_CONDITION_DESC,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,NODE_ID,NODE_TYPE,AMG_X,AMG_Y,LG_AREA_NAME,REGION_NAME,DEG_URBAN_NAME,LATITUDE,LONGITUDE,POSTCODE,NEAREST_NATIONAL_PARK_NAME
377,42001038823,01/12/01,10.25.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,60,H,5,1,Day,1,1,0,1,0,0,1,5,Not at intersection,3,100,168355,N,2499790.75,2473858.429,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.23559,144.99764,3764,Kinglake National Park
378,42002007186,13/02/02,08.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,47,B,6,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,163625,N,2553304.344,2525210.624,STRATHBOGIE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.77129,145.59715,3666,Lower Goulburn National Park
379,42002009778,06/03/02,07.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,46,C,6,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,163644,N,2506412.504,2523299.536,STRATHBOGIE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.79,145.07185,3608,Heathcote-Graytown National Park
380,42002010671,07/03/02,20.20.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,418,B,1,5,Dark No street lights,1,1,0,1,0,0,2,5,Not at intersection,3,100,163648,N,2515237.132,2472599.114,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.24681,145.17176,3658,Kinglake National Park
381,42002011342,29/03/02,23.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,639,R,2,3,Dark Street lights on,1,1,1,0,0,0,1,5,Not at intersection,2,60,152074,N,2502363.948,2460839.655,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.3529,145.02669,3758,Kinglake National Park
382,42002011972,02/04/02,00.05.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,61,G,4,3,Dark Street lights on,1,1,1,0,0,0,1,5,Not at intersection,2,100,18147,N,2529414.336,2479163.218,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.18732,145.33132,3717,Kinglake National Park
383,42002015564,05/05/02,08.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,35,D,6,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,163678,N,2655955.356,2577434.52,INDIGO,NORTH EASTERN REGION,RURAL_VICTORIA,-36.2893,146.73628,3747,Chiltern-Mt Pilot National Park
384,42002017822,16/05/02,07.20.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,48,G,5,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,163703,N,2619404.461,2531174.828,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.71149,146.33664,3732,Mount Buffalo National Park
385,42002018357,25/05/02,16.10.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,80,F,5,2,Dusk/Dawn,1,1,0,1,0,0,1,5,Not at intersection,3,80,152090,N,2573223.125,2421838.518,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.70147,145.83039,3799,Yarra Ranges National Park
386,42002020478,08/06/02,10.15.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,60,F,3,1,Day,2,4,1,0,0,3,1,5,Not at intersection,2,100,170034,N,2483985.512,2492098.533,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.07107,144.81989,3522,Heathcote-Graytown National Park
387,42002024393,13/07/02,18.55.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,63,B,2,5,Dark No street lights,1,2,0,1,0,1,1,5,Not at intersection,3,100,163744,N,2591859.711,2494828.213,MANSFIELD,NORTH EASTERN REGION,RURAL_VICTORIA,-37.04212,146.03274,3722,Lake Eildon National Park
388,42002028667,13/08/02,16.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,658,E,2,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,60,163770,N,2644537.26,2593518.618,INDIGO,NORTH EASTERN REGION,RURAL_VICTORIA,-36.14617,146.60616,3683,Chiltern-Mt Pilot National Park
389,42002028667,13/08/02,16.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,658,E,2,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,60,163770,N,2644537.26,2593518.618,INDIGO,NORTH EASTERN REGION,SMALL_TOWNS,-36.14617,146.60616,3683,Chiltern-Mt Pilot National Park
390,42002029915,01/09/02,16.45.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,47,D,7,1,Day,1,2,0,1,0,1,2,5,Not at intersection,3,100,19082,N,2563914.316,2517488.32,STRATHBOGIE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.84022,145.71666,3666,Lake Eildon National Park
391,42002032657,07/09/02,00.05.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,49,G,2,5,Dark No street lights,1,1,1,0,0,0,2,5,Not at intersection,2,100,18154,N,2670298.168,2550028.327,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.53379,146.90202,3740,Mount Buffalo National Park
392,42002035056,21/10/02,21.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,33,H,9,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,161922,N,2585737.441,2559157.645,BENALLA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.46296,145.95665,3725,Warby-Ovens National Park
393,42002036117,21/10/02,14.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,63,C,6,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,100,163816,N,2599588.973,2467437.068,MANSFIELD,NORTH EASTERN REGION,RURAL_VICTORIA,-37.28816,146.12327,3723,Lake Eildon National Park
394,42002038687,20/11/02,08.10.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,61,B,2,1,Day,1,1,1,0,0,0,1,5,Not at intersection,2,100,170049,N,2505262.164,2497432.856,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.02312,145.05914,3662,Heathcote-Graytown National Park
395,42003000117,21/12/02,21.20.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,34,F,3,5,Dark No street lights,1,2,0,1,0,1,1,5,Not at intersection,3,100,163870,N,2616489.294,2601352.531,INDIGO,NORTH EASTERN REGION,RURAL_VICTORIA,-36.07943,146.29334,3685,Warby-Ovens National Park
396,42003001064,14/12/02,23.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,417,A,6,6,Dark Street lights unknown,1,1,0,1,0,0,2,5,Not at intersection,3,100,170053,N,2496395.58,2462923.505,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.33412,144.95932,3764,Kinglake National Park
397,42003001997,27/12/02,18.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,35,C,9,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,100,18160,N,2646923.519,2558689.245,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.45966,146.63934,3735,Chiltern-Mt Pilot National Park
398,42003002344,04/01/03,05.40.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,62,D,5,2,Dusk/Dawn,1,5,1,4,0,0,1,5,Not at intersection,2,100,163891,N,2564955.664,2476314.606,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.2112,145.73189,3714,Lake Eildon National Park
399,42003004036,25/01/03,23.15.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,62,B,3,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,163902,N,2554094.437,2491389.679,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.07604,145.60843,3719,Lake Eildon National Park
400,42003005083,08/02/03,23.40.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,49,E,2,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,163908,N,2656898.968,2549667.638,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.53936,146.75247,3740,Mount Buffalo National Park
401,42003007586,01/03/03,11.40.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,47,F,6,1,Day,1,1,1,0,0,0,2,2,T intersection,2,100,221951,I,2576223.236,2521029.472,STRATHBOGIE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.80739,145.85431,3669,Lake Eildon National Park
402,42003008805,16/02/03,08.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,61,E,4,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,100,167989,N,2520615.542,2479527.793,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.18427,145.2322,3660,Kinglake National Park
403,42003008945,03/03/03,07.15.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,48,H,3,2,Dusk/Dawn,1,1,1,0,0,0,2,5,Not at intersection,2,100,163928,N,2627812.669,2541979.958,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.61301,146.42894,3678,Mount Buffalo National Park
404,42003009792,07/03/03,12.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,MEL,40,291,E,6,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,100,152162,N,2565807.105,2418500.653,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,SMALL_TOWNS,-37.7321,145.74659,3799,Yarra Ranges National Park
405,42003010192,21/03/03,20.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,36,F,7,5,Dark No street lights,1,3,1,0,0,2,1,5,Not at intersection,2,100,163938,N,2702706.332,2570804.837,TOWONG,NORTH EASTERN REGION,RURAL_VICTORIA,-36.3402,147.25835,3701,Burrowa - Pine Mountain National Park
406,42003010234,21/03/03,20.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,35,H,5,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,163940,N,2674728.139,2583489.454,INDIGO,NORTH EASTERN REGION,RURAL_VICTORIA,-36.23147,146.94385,3691,Chiltern-Mt Pilot National Park
407,42003011701,05/04/03,22.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,61,E,3,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,168374,N,2518145.181,2489650.783,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.09309,145.20413,3660,Kinglake National Park
408,42003011943,05/04/03,12.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,48,E,8,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,100,189086,O,2609354.727,2507164.219,MANSFIELD,NORTH EASTERN REGION,RURAL_VICTORIA,-36.92908,146.22762,3723,Lake Eildon National Park
409,42003012006,04/04/03,07.15.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,61,F,4,2,Dusk/Dawn,1,1,0,1,0,0,1,5,Not at intersection,3,100,163955,N,2522984.409,2484259.39,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.14157,145.25874,3660,Kinglake National Park
410,42003014123,17/04/03,18.15.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,271,F,7,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,80,143794,N,2519489.035,2424544.876,NILLUMBIK,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.67976,145.22095,3097,Dandenong Ranges National Park
411,42003015102,02/05/03,04.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,417,E,5,4,Dark Street lights off,1,1,1,0,0,0,2,5,Not at intersection,2,110,170070,N,2504147.858,2464728.74,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.31785,145.0468,3764,Kinglake National Park
412,42003016319,14/05/03,05.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,63,J,3,2,Dusk/Dawn,1,2,0,1,0,1,1,5,Not at intersection,3,100,24189,N,2628470.483,2486741.293,(MOUNT STIRLING),NORTH EASTERN REGION,RURAL_VICTORIA,-37.1107,146.44567,3723,Lake Eildon National Park
413,42003016591,18/05/03,09.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,37,B,4,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,161948,N,2731632.884,2588815.185,TOWONG,NORTH EASTERN REGION,RURAL_VICTORIA,-36.17132,147.57504,3701,Burrowa - Pine Mountain National Park
414,42003019432,15/02/03,03.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,61,C,3,5,Dark No street lights,1,1,0,1,0,0,2,5,Not at intersection,3,100,170075,N,2509610.109,2490045.543,MITCHELL,NORTHERN REGION,SMALL_TOWNS,-37.08966,145.10811,3659,Heathcote-Graytown National Park
415,42003021412,25/06/03,18.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,49,C,2,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,186116,N,2648089.578,2550311.807,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.53497,146.65397,3735,Mount Buffalo National Park
416,42003021697,22/06/03,19.20.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,37,H,3,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,186120,N,2766847.647,2598897.744,TOWONG,NORTH EASTERN REGION,RURAL_VICTORIA,-36.07126,147.9628,3708,Burrowa - Pine Mountain National Park
417,42003025114,25/07/03,17.25.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,35,B,4,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,186143,N,2642443.618,2595679.634,INDIGO,NORTH EASTERN REGION,RURAL_VICTORIA,-36.12702,146.5825,3683,Chiltern-Mt Pilot National Park
418,42003029062,02/07/03,21.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40,265,F,10,9,Unknown,1,1,1,0,0,0,2,5,Not at intersection,2,999,145113,N,2527450.365,2428381.828,NILLUMBIK,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.64498,145.31107,3775,Dandenong Ranges National Park
419,42003030004,02/09/03,20.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,275,A,9,5,Dark No street lights,1,1,0,1,0,0,2,5,Not at intersection,3,100,115683,N,2533248.468,2423836.12,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.68575,145.37697,3770,Dandenong Ranges National Park
420,42003031168,06/09/03,01.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,36,C,4,5,Dark No street lights,1,1,1,0,0,0,2,5,Not at intersection,2,100,15209,N,2690831.468,2591160.428,TOWONG,NORTH EASTERN REGION,RURAL_VICTORIA,-36.15926,147.12104,3691,Chiltern-Mt Pilot National Park
421,42003031967,20/09/03,05.50.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,62,E,6,2,Dusk/Dawn,1,2,2,0,0,0,1,5,Not at intersection,2,100,149715,N,2568670.821,2465418.709,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.30913,145.77474,3712,Lake Eildon National Park
422,42003037575,09/11/03,09.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,63,B,6,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,15224,O,2589040.036,2467045.851,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.29275,146.00434,3713,Lake Eildon National Park
423,42003038622,11/11/03,20.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,639,O,3,2,Dusk/Dawn,1,1,0,1,0,0,1,5,Not at intersection,3,100,15196,N,2488139.169,2486964.972,MITCHELL,NORTHERN REGION,SMALL_TOWNS,-37.1174,144.86652,3521,Heathcote-Graytown National Park
424,42003039679,29/11/03,03.15.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,47,G,3,5,Dark No street lights,2,2,0,2,0,0,1,5,Not at intersection,3,110,149763,N,2580860.371,2545785.34,BENALLA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.5839,145.90365,3670,Warby-Ovens National Park
425,42004000923,29/11/03,11.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,80,F,4,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,152217,N,2575336.583,2425597.5,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.66743,145.85397,3799,Yarra Ranges National Park
426,42004001025,30/12/03,13.00.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,50,D,5,1,Day,1,1,0,1,0,0,1,5,Not at intersection,3,100,149791,N,2695260.434,2526865.234,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.73767,147.18666,3699,Alpine National Park
427,42004002101,12/01/04,05.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,417,A,7,5,Dark No street lights,1,1,0,1,0,0,2,5,Not at intersection,3,100,146972,N,2496636.775,2460573.018,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.3553,144.96203,3762,Kinglake National Park
428,42004003950,17/10/03,19.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,MEL,40,271,F,6,5,Dark No street lights,1,1,1,0,0,0,2,5,Not at intersection,2,100,146396,N,2519559.121,2425034.374,NILLUMBIK,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.67535,145.22173,3097,Dandenong Ranges National Park
429,42004005526,11/02/04,23.25.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40,380,B,8,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,80,147380,N,2528929.231,2441918.974,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.52296,145.3273,3757,Kinglake National Park
430,42004007998,03/03/04,08.05.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,417,E,11,1,Day,2,2,2,0,0,0,1,5,Not at intersection,2,100,147914,N,2503531.425,2453490.347,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.41913,145.0399,3756,Kinglake National Park
431,42004008509,27/02/04,21.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,35,B,1,2,Dusk/Dawn,1,1,1,0,0,0,2,5,Not at intersection,2,100,189143,N,2641019.628,2610287.277,INDIGO,NORTH EASTERN REGION,RURAL_VICTORIA,-35.9956,146.56402,3685,Chiltern-Mt Pilot National Park
432,42004009139,13/03/04,19.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,80,D,6,2,Dusk/Dawn,1,1,1,0,0,0,2,5,Not at intersection,2,60,147904,N,2563153.684,2410385.647,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.8054,145.71718,3799,Yarra Ranges National Park
433,42004009434,08/03/04,06.45.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,417,D,11,2,Dusk/Dawn,1,1,0,1,0,0,2,5,Not at intersection,3,100,147918,N,2503305.095,2453518.344,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.41888,145.03734,3756,Kinglake National Park
434,42004009893,23/03/04,05.50.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,419,G,5,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,14931,N,2544191.721,2464446.018,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.31937,145.49863,3717,Kinglake National Park
435,42004011987,09/04/04,05.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,417,D,11,5,Dark No street lights,1,2,0,1,0,1,2,5,Not at intersection,3,100,148211,N,2502032.182,2453470.588,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.41931,145.02296,3756,Kinglake National Park
436,42004014430,13/04/04,23.10.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,61,B,3,5,Dark No street lights,1,1,0,1,0,0,2,5,Not at intersection,3,100,24369,N,2502709.054,2491650.176,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.07525,145.03047,3660,Heathcote-Graytown National Park
437,42004015609,02/05/04,17.15.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40,263,K,9,2,Dusk/Dawn,1,1,1,0,0,0,2,5,Not at intersection,2,70,148764,N,2520958.299,2428873.608,NILLUMBIK,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.64072,145.23748,3759,Kinglake National Park
438,42004015609,02/05/04,17.15.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40,263,K,9,2,Dusk/Dawn,1,1,1,0,0,0,2,5,Not at intersection,2,70,148764,N,2520958.299,2428873.608,NILLUMBIK,METROPOLITAN NORTH WEST REGION,SMALL_TOWNS,-37.64072,145.23748,3759,Kinglake National Park
439,42004016531,13/05/04,09.20.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,306,E,10,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,60,148921,N,2546527.392,2408639.283,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.82211,145.52848,3139,Dandenong Ranges National Park
440,42004017776,24/05/04,18.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,417,A,6,5,Dark No street lights,1,1,0,1,0,0,1,1,Cross intersection,3,100,19481,I,2497303.507,2463761.686,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.32657,144.96957,3764,Kinglake National Park
441,42004022577,06/07/04,06.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,49,D,4,4,Dark Street lights off,1,4,0,2,0,2,1,5,Not at intersection,3,100,186605,N,2651058.508,2540003.415,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.62739,146.68917,3740,Mount Buffalo National Park
442,42004023616,18/07/04,01.10.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,35,C,4,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,186797,N,2647808.271,2593966.578,INDIGO,NORTH EASTERN REGION,RURAL_VICTORIA,-36.14163,146.64242,3683,Chiltern-Mt Pilot National Park
443,42004026288,08/08/04,20.45.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,429,C,5,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,221857,N,2536628.121,2440834.486,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.53246,145.41445,3775,Kinglake National Park
444,42004028226,29/08/04,04.45.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,61,F,4,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,187718,N,2522442.3,2480291.638,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.17734,145.25275,3660,Kinglake National Park
445,42004033811,10/10/04,00.25.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,682,B,3,6,Dark Street lights unknown,1,4,0,1,0,3,1,5,Not at intersection,3,100,192009,N,2521143.746,2447633.537,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.47167,145.23905,3757,Kinglake National Park
446,42004034690,21/10/04,04.40.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,646,J,12,9,Unknown,1,1,0,1,0,0,2,5,Not at intersection,3,100,194075,N,2501078.085,2453387.547,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.42006,145.01218,3756,Kinglake National Park
447,42004035797,15/10/04,21.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,419,F,8,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,193079,N,2541943.949,2457601.614,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.38115,145.47366,3717,Kinglake National Park
448,42004039676,19/11/04,22.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,35,A,7,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,193806,N,2639442.289,2571462.373,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.34569,146.55356,3746,Chiltern-Mt Pilot National Park
449,42004041486,17/12/04,21.20.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,50,B,5,5,Dark No street lights,1,2,0,2,0,0,1,5,Not at intersection,3,100,194192,N,2679910.666,2526478.542,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.74421,147.01491,3741,Mount Buffalo National Park
450,42005002594,21/12/04,18.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,48,H,3,2,Dusk/Dawn,1,1,0,1,0,0,2,5,Not at intersection,3,100,194580,N,2627753.216,2541908.488,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.61367,146.42829,3678,Mount Buffalo National Park
451,42005003583,16/01/05,15.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,47,B,7,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,100,25049,N,2550907.788,2513788.268,STRATHBOGIE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.87436,145.57107,3666,Lake Eildon National Park
452,42005003924,21/01/05,23.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,80,B,4,5,Dark No street lights,1,3,0,3,0,0,2,1,Cross intersection,3,100,25007,O,2551315.26,2429087.18,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.63762,145.58145,3777,Dandenong Ranges National Park
453,42005006573,08/02/05,15.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,417,B,4,1,Day,1,1,1,0,0,0,1,5,Not at intersection,2,80,195336,N,2499291.14,2466496.734,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.30193,144.992,3764,Kinglake National Park
